cumulative_attempts	attempts	complete	unchanged	same_edge	self_loop	duplicate	undirected_duplicate	excluded	metaedge	abbrev	permutation
16170	1617	0.99994	0.069008	0.00061843	0	0.1243	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	7
16171	1	1	0.069008	0	0	0	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	7
14284	14285	0.1	0.496	0	0	0.10032	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	7
28568	14284	0.2	0.25661	0	0	0.095421	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	7
42852	14284	0.29999	0.14687	0	0	0.096192	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	7
57136	14284	0.39998	0.094758	0	0	0.096822	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	7
71420	14284	0.49998	0.072077	0	0	0.094861	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	7
85704	14284	0.59997	0.058916	7.0008e-05	0	0.10039	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	7
99988	14284	0.69997	0.053147	0	0	0.10151	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	7
114272	14284	0.79996	0.051691	7.0008e-05	0	0.097312	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	7
128556	14284	0.89996	0.050739	0	0	0.1006	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	7
142840	14284	0.99995	0.049395	0	0	0.095701	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	7
142847	7	1	0.049423	0	0	0.14286	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	7
1153	1154	0.10003	0.52358	0.0017331	0	0.18284	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	7
2306	1153	0.19998	0.29924	0	0	0.15525	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	7
3459	1153	0.29993	0.18412	0.0008673	0	0.17433	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	7
4612	1153	0.39988	0.1335	0	0	0.15351	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	7
5765	1153	0.49983	0.10402	0.0008673	0	0.15091	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	7
6918	1153	0.59977	0.09362	0.0008673	0	0.17173	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	7
8071	1153	0.69972	0.09258	0	0	0.17259	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	7
9224	1153	0.79967	0.087379	0.0008673	0	0.17433	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	7
10377	1153	0.89962	0.086685	0	0	0.16392	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	7
11530	1153	0.99957	0.090153	0	0	0.15178	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	7
11535	5	1	0.090153	0	0	0.2	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	7
17495	17496	0.1	0.54407	0.00011431	0	0.20199	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	7
34990	17495	0.2	0.31901	5.7159e-05	0	0.20183	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	7
52485	17495	0.3	0.20899	0	0	0.20154	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	7
69980	17495	0.39999	0.15307	0	0	0.19697	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	7
87475	17495	0.49999	0.12828	0	0	0.19851	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	7
104970	17495	0.59999	0.11447	5.7159e-05	0	0.20309	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	7
122465	17495	0.69998	0.10816	0	0	0.19909	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	7
139960	17495	0.79998	0.10428	5.7159e-05	0	0.19657	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	7
157455	17495	0.89997	0.10371	0	0	0.19766	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	7
174950	17495	0.99997	0.10103	0	0	0.20143	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	7
174955	5	1	0.10101	0	0	0.4	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	7
3184	3185	0.10003	0.54862	0	0	0.21287	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	7
6368	3184	0.20003	0.32563	0	0	0.22299	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	7
9552	3184	0.30003	0.21746	0	0	0.21702	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	7
12736	3184	0.40003	0.16847	0	0	0.21106	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	7
15920	3184	0.50003	0.14221	0.00031407	0	0.21231	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	7
19104	3184	0.60003	0.13229	0	0	0.19975	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	7
22288	3184	0.70003	0.12575	0	0	0.2142	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	7
25472	3184	0.80003	0.12023	0	0	0.21734	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	7
28656	3184	0.90003	0.1142	0.00062814	0	0.21765	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	7
31839	3183	1	0.1201	0	0	0.20327	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	7
3185	3186	0.10003	0.5184	0	0	0.15254	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	7
6370	3185	0.20002	0.28783	0	0	0.15447	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	7
9555	3185	0.30001	0.17606	0	0	0.15542	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	7
12740	3185	0.40001	0.12734	0	0	0.15008	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	7
15925	3185	0.5	0.10624	0.00031397	0	0.15824	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	7
19110	3185	0.59999	0.091548	0	0	0.16389	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	7
22295	3185	0.69999	0.08439	0	0	0.15667	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	7
25480	3185	0.79998	0.083134	0	0	0.1529	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	7
28665	3185	0.89997	0.081502	0	0	0.14976	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	7
31850	3185	0.99997	0.081502	0	0	0.1551	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	7
31851	1	1	0.081502	0	0	0	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	7
287	288	0.10028	0.47772	0.0034722	0	0.083333	0	0	Gene - participates - Hallmarks	GpH	7
574	287	0.20021	0.23955	0.0034843	0	0.080139	0	0	Gene - participates - Hallmarks	GpH	7
861	287	0.30014	0.13788	0	0	0.083624	0	0	Gene - participates - Hallmarks	GpH	7
1148	287	0.40007	0.091922	0	0	0.097561	0	0	Gene - participates - Hallmarks	GpH	7
1435	287	0.5	0.068245	0	0	0.069686	0	0	Gene - participates - Hallmarks	GpH	7
1722	287	0.59993	0.059889	0.0034843	0	0.066202	0	0	Gene - participates - Hallmarks	GpH	7
2009	287	0.69986	0.06546	0	0	0.087108	0	0	Gene - participates - Hallmarks	GpH	7
2296	287	0.79979	0.068245	0.0034843	0	0.12544	0	0	Gene - participates - Hallmarks	GpH	7
2583	287	0.89972	0.064067	0	0	0.090592	0	0	Gene - participates - Hallmarks	GpH	7
2870	287	0.99965	0.069638	0	0	0.097561	0	0	Gene - participates - Hallmarks	GpH	7
2871	1	1	0.069638	0	0	0	0	0	Gene - participates - Hallmarks	GpH	7
35514	35515	0.1	0.46619	2.8157e-05	0	0.037083	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	7
71028	35514	0.2	0.22285	2.8158e-05	0	0.036887	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	7
106542	35514	0.3	0.11172	0	0	0.035563	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	7
142056	35514	0.4	0.061159	2.8158e-05	0	0.037985	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	7
177570	35514	0.5	0.038768	0	0	0.035704	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	7
213084	35514	0.6	0.028124	2.8158e-05	0	0.036324	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	7
248598	35514	0.7	0.023686	0	0	0.038633	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	7
284112	35514	0.8	0.021873	0	0	0.036014	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	7
319626	35514	0.9	0.02051	2.8158e-05	0	0.03776	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	7
355139	35513	1	0.020341	0	0	0.036944	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	7
1657	1658	0.10005	0.53633	0.00060314	0	0.18154	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	7
3314	1657	0.20004	0.30775	0	0	0.15691	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	7
4971	1657	0.30002	0.19261	0.0006035	0	0.16295	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	7
6628	1657	0.40001	0.13686	0	0	0.18527	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	7
8285	1657	0.5	0.1091	0.0006035	0	0.17079	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	7
9942	1657	0.59999	0.10331	0	0	0.17441	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	7
11599	1657	0.69998	0.099445	0	0	0.16777	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	7
13256	1657	0.79996	0.095824	0	0	0.16777	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	7
14913	1657	0.89995	0.090755	0.0006035	0	0.15148	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	7
16570	1657	0.99994	0.087618	0.0006035	0	0.17562	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	7
16571	1	1	0.087618	0	0	0	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	7
6937	6938	0.10001	0.54693	0	0	0.20698	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	7
13874	6937	0.2	0.3234	0	0	0.20672	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	7
20811	6937	0.29999	0.22077	0.00014415	0	0.21796	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	7
27748	6937	0.39998	0.16213	0	0	0.21666	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	7
34685	6937	0.49997	0.13624	0	0	0.21465	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	7
41622	6937	0.59996	0.11906	0	0	0.21176	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	7
48559	6937	0.69995	0.119	0	0	0.20874	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	7
55496	6937	0.79995	0.11376	0	0	0.2145	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	7
62433	6937	0.89994	0.11376	0	0	0.21263	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	7
69370	6937	0.99993	0.11214	0.00028831	0	0.21753	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	7
69375	5	1	0.11214	0	0	0	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	7
1134	1135	0.10005	0.46756	0.00088106	0	0.05815	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	7
2268	1134	0.20002	0.22426	0	0	0.044974	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	7
3402	1134	0.29998	0.11001	0	0	0.047619	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	7
4536	1134	0.39995	0.071932	0	0	0.055556	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	7
5670	1134	0.49991	0.053949	0	0	0.053792	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	7
6804	1134	0.59988	0.033145	0.00088183	0	0.044974	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	7
7938	1134	0.69984	0.032793	0	0	0.047619	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	7
9072	1134	0.79981	0.03103	0.00088183	0	0.047619	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	7
10206	1134	0.89977	0.034908	0	0	0.058201	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	7
11340	1134	0.99974	0.031735	0.00088183	0	0.057319	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	7
11343	3	1	0.031735	0	0	0	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	7
510	511	0.10004	0.45262	0	0	0.027397	0	0	Gene - participates - Positional-Gene-Sets	GpC1	7
1020	510	0.19988	0.19499	0.0039216	0	0.0039216	0	0	Gene - participates - Positional-Gene-Sets	GpC1	7
1530	510	0.29973	0.098669	0	0	0.02549	0	0	Gene - participates - Positional-Gene-Sets	GpC1	7
2040	510	0.39957	0.054033	0	0	0.013725	0	0	Gene - participates - Positional-Gene-Sets	GpC1	7
2550	510	0.49941	0.036805	0	0	0.017647	0	0	Gene - participates - Positional-Gene-Sets	GpC1	7
3060	510	0.59926	0.025059	0.0019608	0	0.013725	0	0	Gene - participates - Positional-Gene-Sets	GpC1	7
3570	510	0.6991	0.024276	0	0	0.0098039	0	0	Gene - participates - Positional-Gene-Sets	GpC1	7
4080	510	0.79894	0.02036	0	0	0.021569	0	0	Gene - participates - Positional-Gene-Sets	GpC1	7
4590	510	0.89879	0.021143	0	0	0.021569	0	0	Gene - participates - Positional-Gene-Sets	GpC1	7
5100	510	0.99863	0.016445	0	0	0.015686	0	0	Gene - participates - Positional-Gene-Sets	GpC1	7
5107	7	1	0.014879	0	0	0	0	0	Gene - participates - Positional-Gene-Sets	GpC1	7
708	709	0.10008	0.46753	0	0	0.080395	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	7
1416	708	0.20003	0.2428	0.0028249	0	0.076271	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	7
2124	708	0.29997	0.13947	0	0	0.072034	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	7
2832	708	0.39992	0.099944	0	0	0.083333	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	7
3540	708	0.49986	0.08131	0	0	0.072034	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	7
4248	708	0.5998	0.069452	0	0	0.073446	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	7
4956	708	0.69975	0.053642	0.0014124	0	0.076271	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	7
5664	708	0.79969	0.045737	0.0014124	0	0.076271	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	7
6372	708	0.89963	0.053077	0	0	0.072034	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	7
7080	708	0.99958	0.046866	0	0	0.074859	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	7
7083	3	1	0.046302	0	0	0.33333	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	7
1963	1964	0.10002	0.52597	0	0	0.16548	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	8
3926	1963	0.19999	0.30291	0	0	0.16607	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	8
5889	1963	0.29996	0.18904	0	0	0.17932	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	8
7852	1963	0.39993	0.13934	0.00050942	0	0.17881	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	8
9815	1963	0.4999	0.1155	0.00050942	0	0.16607	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	8
11778	1963	0.59987	0.10389	0	0	0.16302	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	8
13741	1963	0.69984	0.096354	0	0	0.17728	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	8
15704	1963	0.79981	0.092891	0	0	0.16556	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	8
17667	1963	0.89978	0.098594	0	0	0.19103	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	8
19630	1963	0.99975	0.098594	0	0	0.1569	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	8
19635	5	1	0.098391	0	0	0.4	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	8
1617	1618	0.10005	0.51422	0	0	0.14771	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	8
3234	1617	0.20004	0.2743	0	0	0.12925	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	8
4851	1617	0.30002	0.16275	0	0	0.11812	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	8
6468	1617	0.40001	0.11452	0	0	0.13358	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	8
8085	1617	0.5	0.086817	0	0	0.12307	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	8
9702	1617	0.59999	0.069256	0	0	0.1342	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	8
11319	1617	0.69998	0.072224	0	0	0.13729	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	8
12936	1617	0.79996	0.072224	0	0	0.12678	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	8
14553	1617	0.89995	0.066287	0	0	0.12863	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	8
16170	1617	0.99994	0.06604	0.00061843	0	0.13729	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	8
16171	1	1	0.06604	0	0	0	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	8
14284	14285	0.1	0.49076	7.0004e-05	0	0.095275	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	8
28568	14284	0.2	0.2579	0	0	0.099202	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	8
42852	14284	0.29999	0.14656	7.0008e-05	0	0.097102	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	8
57136	14284	0.39998	0.096074	0	0	0.094791	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	8
71420	14284	0.49998	0.072497	0	0	0.095631	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	8
85704	14284	0.59997	0.06166	7.0008e-05	0	0.096472	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	8
99988	14284	0.69997	0.056088	7.0008e-05	0	0.093811	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	8
114272	14284	0.79996	0.051999	0	0	0.099552	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	8
128556	14284	0.89996	0.050039	0	0	0.096752	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	8
142840	14284	0.99995	0.050739	7.0008e-05	0	0.095071	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	8
142847	7	1	0.050683	0	0	0	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	8
1153	1154	0.10003	0.51907	0	0	0.16378	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	8
2306	1153	0.19998	0.29681	0	0	0.19254	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	8
3459	1153	0.29993	0.18585	0	0	0.16652	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	8
4612	1153	0.39988	0.13558	0	0	0.17866	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	8
5765	1153	0.49983	0.10472	0.0008673	0	0.17693	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	8
6918	1153	0.59977	0.09466	0	0	0.17086	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	8
8071	1153	0.69972	0.096741	0	0	0.16479	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	8
9224	1153	0.79967	0.093273	0.0008673	0	0.17606	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	8
10377	1153	0.89962	0.089112	0.0008673	0	0.18647	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	8
11530	1153	0.99957	0.085298	0	0	0.16826	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	8
11535	5	1	0.085298	0	0	0	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	8
17495	17496	0.1	0.54105	0	0	0.2001	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	8
34990	17495	0.2	0.31743	5.7159e-05	0	0.1996	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	8
52485	17495	0.3	0.20641	5.7159e-05	0	0.1968	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	8
69980	17495	0.39999	0.15309	0	0	0.19674	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	8
87475	17495	0.49999	0.12728	0	0	0.2036	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	8
104970	17495	0.59999	0.11299	0	0	0.20274	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	8
122465	17495	0.69998	0.10839	0	0	0.19886	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	8
139960	17495	0.79998	0.10576	5.7159e-05	0	0.19777	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	8
157455	17495	0.89997	0.10227	5.7159e-05	0	0.19794	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	8
174950	17495	0.99997	0.1046	0	0	0.19937	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	8
174955	5	1	0.10457	0	0	0	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	8
3184	3185	0.10003	0.55402	0	0	0.21633	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	8
6368	3184	0.20003	0.33204	0	0	0.21388	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	8
9552	3184	0.30003	0.2245	0	0	0.21106	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	8
12736	3184	0.40003	0.16357	0.00031407	0	0.20572	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	8
15920	3184	0.50003	0.14133	0	0	0.21922	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	8
19104	3184	0.60003	0.12601	0	0	0.2343	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	8
22288	3184	0.70003	0.12525	0	0	0.22644	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	8
25472	3184	0.80003	0.11621	0.00062814	0	0.21137	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	8
28656	3184	0.90003	0.11683	0.00031407	0	0.21137	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	8
31839	3183	1	0.1142	0	0	0.22997	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	8
3185	3186	0.10003	0.52417	0	0	0.15191	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	8
6370	3185	0.20002	0.29474	0	0	0.15416	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	8
9555	3185	0.30001	0.1841	0.00031397	0	0.14851	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	8
12740	3185	0.40001	0.12872	0	0	0.15573	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	8
15925	3185	0.5	0.10335	0	0	0.15667	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	8
19110	3185	0.59999	0.0918	0	0	0.15008	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	8
22295	3185	0.69999	0.08439	0	0	0.16107	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	8
25480	3185	0.79998	0.078111	0	0	0.16201	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	8
28665	3185	0.89997	0.082758	0	0	0.14788	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	8
31850	3185	0.99997	0.081251	0	0	0.17111	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	8
31851	1	1	0.081251	0	0	0	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	8
287	288	0.10028	0.46936	0	0	0.065972	0	0	Gene - participates - Hallmarks	GpH	8
574	287	0.20021	0.25766	0	0	0.073171	0	0	Gene - participates - Hallmarks	GpH	8
861	287	0.30014	0.15181	0	0	0.069686	0	0	Gene - participates - Hallmarks	GpH	8
1148	287	0.40007	0.097493	0.0034843	0	0.052265	0	0	Gene - participates - Hallmarks	GpH	8
1435	287	0.5	0.068245	0	0	0.062718	0	0	Gene - participates - Hallmarks	GpH	8
1722	287	0.59993	0.054318	0.0034843	0	0.076655	0	0	Gene - participates - Hallmarks	GpH	8
2009	287	0.69986	0.05571	0.0034843	0	0.069686	0	0	Gene - participates - Hallmarks	GpH	8
2296	287	0.79979	0.054318	0.0069686	0	0.076655	0	0	Gene - participates - Hallmarks	GpH	8
2583	287	0.89972	0.048747	0	0	0.076655	0	0	Gene - participates - Hallmarks	GpH	8
2870	287	0.99965	0.045961	0	0	0.062718	0	0	Gene - participates - Hallmarks	GpH	8
2871	1	1	0.045961	0	0	1	0	0	Gene - participates - Hallmarks	GpH	8
35514	35515	0.1	0.46581	0	0	0.036295	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	8
71028	35514	0.2	0.22132	0	0	0.037563	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	8
106542	35514	0.3	0.11104	0	0	0.035761	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	8
142056	35514	0.4	0.061294	0	0	0.035761	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	8
177570	35514	0.5	0.039432	2.8158e-05	0	0.036239	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	8
213084	35514	0.6	0.027358	0	0	0.036042	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	8
248598	35514	0.7	0.023574	0	0	0.037732	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	8
284112	35514	0.8	0.021659	0	0	0.038013	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	8
319626	35514	0.9	0.020499	0	0	0.036464	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	8
355139	35513	1	0.019553	2.8159e-05	0	0.038324	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	8
1657	1658	0.10005	0.52184	0	0	0.15501	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	8
3314	1657	0.20004	0.2993	0	0	0.15812	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	8
4971	1657	0.30002	0.19334	0	0	0.16415	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	8
6628	1657	0.40001	0.14241	0.0006035	0	0.16596	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	8
